0.68379766,0.26308668,-0.034791965,0.12931614,0.7169543,1.1522028,-0.09310031,0.4187469,-0.6882147,0.27375466,-0.59862703,0.24685854,0.8203024,-0.88667053,-0.8153252,-0.8727189,1.1418787,0.451227,-1.3446854,-0.17866185,-1.2997278,-1.6123409,-0.85455525,-0.4610572,-0.88430715,-0.4271782,-0.41143358,-1.1118077,-2.1971755,-1.8172146,-1.4753044,-0.32894582,0.24574775,-0.3275006,-0.30697247,-1.2867728,-0.15023786,-1.5753627,-1.7389908,-0.58305097,-1.2208002,-1.1315837,-0.1986587,-0.0645558,-0.76579595,-0.30896384,-1.0288074,-1.6966364,-1.1029977,-0.1777332,-0.69422555,-1.5602242,-1.4183081,-1.912075,-0.6395693,-0.9728668,0.8363952,-0.11108185,-1.5607619,-2.005445,-0.58330476,-0.95110387,-1.0505747,-1.660845,-1.9031855,-0.5865465,-0.13066584,-0.9262343,-0.7519432
2.5623338,0.7074216,-0.85003656,3.3903692,-0.53215694,1.1111684,0.35674098,3.179255,-1.3436587,0.18920264,-0.21316253,3.5204234,-0.6027719,-0.32107356,-0.1816257,0.031046096,0.3998703,1.2709538,-0.22733517,1.0475414,-0.08615382,-1.1264603,0.111442186,0.42988214,1.8338959,1.8431581,2.3067474,2.1609037,0.32062837,-1.2647673,-1.2046853,3.327503,-0.60269254,0.45839083,4.361995,2.5923903,0.4897796,-0.07350367,-0.46670803,0.8949855,0.691949,-0.20866537,3.948715,-0.13014199,1.590766,3.0607443,-1.7048666,-1.3257303,2.0847802,3.651695,1.393875,-0.5732085,0.63485956,-0.44910997,-1.024371,0.44843876,1.0945809,-1.279169,-0.4306419,-1.5597633,2.8183115,0.581238,-1.4344207,-2.2518084,-1.5070603,2.8788297,-1.6360348,1.2202954,0.50753176
4.9474325,0.29018185,7.1833153,0.48895493,0.609952,0.5083576,0.82363135,0.73868614,-0.13898773,0.5108036,-0.18608755,1.1499975,0.81049275,2.1042738,-0.17756775,2.1830277,1.58772,1.420509,1.7797985,-0.2816494,0.23261061,2.1639447,1.4157227,0.18639293,-0.41566905,-0.4869787,0.51910776,1.1438931,0.8846012,2.3191814,0.4416393,0.82328856,-0.9860157,0.80352575,1.1236267,1.2515315,-1.0261334,0.18361859,1.8546932,-0.6566055,0.058118477,-0.4416171,1.2512815,0.010497806,0.8137537,0.8892613,0.45040536,1.5073133,0.5688649,0.92276686,2.125663,-0.30853233,-0.004367437,1.7471443,-0.2550383,-1.1217458,0.37972027,-0.6732674,0.07002784,1.6581522,0.9770971,2.0377,2.6169863,-0.3470489,-0.1819696,0.6914264,-1.3364763,0.41256988,1.0601555
3.6131675,2.6483164,-0.7990778,4.6705317,-0.34880507,0.5565145,0.052070163,4.5756245,-1.4463391,-0.16511185,-0.47906536,4.99535,-0.019154502,0.33466715,0.021940215,0.22373337,-0.16047934,1.3865411,0.10490783,1.2248499,0.08760262,-0.40295836,-0.04150926,-0.34652445,1.4183546,2.1528313,3.0406733,1.9719493,0.6329866,0.10205127,-0.38333118,4.87057,-1.2310896,-0.09811202,5.1587715,1.7648546,0.15312083,-0.003278485,0.15300786,-0.025641952,-0.01530154,-0.042056005,5.101645,0.08553738,1.5602747,4.8606606,-1.2087015,-1.8519356,1.0835625,4.573411,0.57332116,-0.10878373,0.44862553,0.087645106,-1.0343673,0.49942738,0.67078596,-0.7118358,0.026216147,-0.029417144,4.6516805,0.26609328,-1.4876695,-2.3901641,-1.1485959,4.669216,-1.5818235,0.8787217,0.19940223
3.4535038,-0.2208328,-0.8015706,-0.36111593,7.8816996,0.5093872,0.26809207,0.010380186,-0.77402484,0.7266787,0.03948703,0.004234665,1.7339481,-0.9349093,0.50940675,-0.8035804,1.730496,2.1904395,0.86623627,3.3692107,0.18533458,0.5865319,0.09768906,1.1125281,1.8740717,-0.8187513,-0.63249874,-1.0776668,-0.7927848,0.5491331,1.2157196,-0.11779005,0.63201886,-1.727879,-0.50198334,-1.163998,0.11221284,-0.34615988,0.5062332,-1.987988,-0.29405677,0.27091157,-0.4911673,0.2867045,-0.04673369,0.014680496,-0.40824345,-1.0834911,-1.537932,-0.5094509,-3.071679,-0.4816213,-0.057535794,0.418266,0.15894449,1.4243548,0.6910202,0.026902318,0.011447517,0.48509535,-0.35927355,-3.158479,-1.841501,-1.6051792,-1.1232554,-0.510672,-1.0394094,-0.59370536,-0.0881863
5.003517,0.9576273,2.0139623,0.857748,0.9268925,4.9664187,-0.6190174,0.3098255,-2.5587971,-1.9078445,0.2956835,0.47785574,0.9155191,3.0563889,1.3656676,3.7059639,2.6890411,1.4440997,2.339035,-0.0354183,2.3696456,3.0831301,-0.13546143,0.35364598,1.1877117,0.19295079,-0.5191003,2.3424582,1.5782892,3.3392286,-1.193425,1.9637754,1.143183,0.4553959,1.2756687,2.2600904,-2.489048,2.0792646,2.456588,0.7024842,1.676122,0.037515312,1.5232517,0.3061097,2.3786602,1.5908109,1.0973446,0.15863968,2.4879782,1.1500206,3.8052425,0.28047556,1.152061,2.3326678,0.037040986,0.26023448,1.5473034,-0.8625241,1.1189451,2.5580387,1.7941549,4.482111,-1.6237867,0.84066665,1.7123129,0.85940856,0.10113406,1.3085365,-0.2347502
5.2944674,1.1214321,1.1335403,1.2307445,3.5202906,0.96172386,1.6967624,0.91879815,-0.08069171,-0.33302212,-0.28314313,1.0879811,2.0621376,-0.65925586,0.113476366,-0.26402417,1.333562,0.62306285,3.263309,3.465125,-0.93454665,1.4378887,1.8213712,1.1536272,0.09275522,0.5896078,-0.14677425,0.7598537,0.017712127,1.4101881,0.40218633,1.5907612,1.2171057,-0.5629142,1.4264593,0.88863075,0.53622955,-1.4261771,2.3963914,0.34146404,-0.023871863,-0.7921171,1.352825,-0.057589937,0.621141,1.3704138,0.101305895,-1.7195905,0.95549065,1.2860999,-0.2897682,0.23894912,-0.44160607,2.335175,0.020709304,0.14296098,-0.77764064,0.6077134,-0.19114901,2.5366108,1.2592909,0.13706249,2.2773087,0.2013943,-1.2832443,1.2938895,0.7166984,0.32629347,1.5279229
3.0290205,2.9993694,-0.43987328,4.9948936,0.07919745,0.3361541,-0.18205237,4.190281,-1.8347348,-0.1649813,-0.49543718,4.595107,-0.97058487,-0.46741864,0.073031016,-0.041726023,0.31721315,1.7877997,0.18979278,1.5914686,0.21981528,-0.6762322,0.20388779,-0.17819393,1.4525421,2.3287463,2.8830614,1.9853506,0.5469065,-0.33874643,-0.40271947,5.351663,-0.3578603,0.89081264,5.6506004,1.96631,0.33044562,-0.4246192,-0.6168325,0.4964253,0.28194818,-0.1448816,5.356459,0.25887784,1.6524721,4.875777,-1.1999692,-1.1646247,1.6019074,4.7993956,0.52079815,-0.6589637,0.14727667,-0.79660684,-1.2966942,0.36125007,0.68078816,-0.59133935,0.12690249,-0.52301645,4.9043574,0.77418685,-0.38236415,-1.2545165,-0.5717854,4.977983,-0.87224776,1.0010991,-0.09810931
2.0036314,-0.6447281,0.5722694,-0.58753306,0.9188107,-1.1517054,0.12769143,-1.0575038,4.4833694,1.4040958,-0.961463,-0.28525737,-0.71383107,-0.5653386,-0.6826901,-0.3516282,0.25405693,1.6888636,1.3349453,1.6325147,1.4683903,1.244745,1.0247664,0.8539425,0.034429565,-0.22563393,0.1602708,0.3841461,1.5629245,1.3155614,1.5387837,0.12956573,-0.12146309,1.0574412,0.49533573,0.5445256,3.0057983,0.92261934,0.5617576,-0.21139182,-0.5869307,1.0934707,0.21887997,1.024898,1.6266242,0.03819974,0.74317473,2.9315724,-0.18628277,-0.5986161,-1.1036568,-0.86939114,-0.91712254,0.28141725,0.05525028,0.30293947,-0.557674,-0.43604898,-0.4429611,0.64816207,-0.2576645,-1.0970817,2.4088473,3.3240626,1.0137417,-0.07717443,0.719299,0.5881217,0.14904155
-0.08261064,0.10779365,0.08187306,-0.13186166,-0.29497975,-0.6742691,1.0238466,-0.4871309,0.5647066,6.422834,0.14235146,-0.1712644,-0.28835508,-0.86345357,0.55425745,-0.81336796,0.7944706,2.5408645,-1.8633308,1.7043103,1.5624081,-1.0754735,0.82786465,1.0808312,0.58399606,0.015551348,-1.0733676,0.43959868,1.4168528,-1.0482477,1.8104526,0.23307143,0.38348347,2.4608042,0.521907,0.8544604,4.1373377,1.3877947,-1.9987123,3.0572252,0.4878071,1.3798176,0.061431684,0.7751143,1.8862473,0.27024278,1.306102,0.4910078,0.36355653,-0.091954865,1.2139281,-1.3713372,0.5283584,-2.486844,0.7084656,1.8460771,-0.611399,-0.10230691,0.6635587,-2.175789,0.12221019,1.1170518,2.387845,1.0816984,1.4217887,0.5137462,-1.0565066,1.4557357,0.9258422
