0.14332932,0.25853357,-0.79467094,0.10419284,-1.4126297,-3.0245638,-0.23348959,-1.3759581,3.629662,0.94318414,-0.59919953,1.1138492,-0.99640167,-0.014097787,-0.24910256,0.47950506,0.48623118,0.8954024,-1.1360337,2.4998324,0.2852695,-0.6931148,0.3661185,0.95593727,-2.391152,0.6782149,0.39801666,-0.8633257,-0.7235962,1.9860833,0.77604675,-1.3780831,0.59769183,-1.3902212,-0.9112888,1.1966082,-0.4860541,3.084834,0.12518907,-0.26127517,0.9686321,-1.8027647,0.99179214,0.19344136,0.023885474,1.2015188,1.3793437,-1.4016199,3.0442033,0.9037155,0.68710023,-0.9057903,0.8075162,-0.14214224,-0.24294773,2.0096772,0.5588557,-0.049118042,-1.5694307,-0.8307707,1.6016606,0.3911453,0.15068087,-1.3116646
-1.2479532,0.8109298,0.26593375,0.62506604,-0.5316577,-0.16542584,0.30594426,1.0811625,0.9800005,0.84153587,0.3157142,0.981236,-1.2453073,-0.5605699,-1.125221,0.84481996,0.44920498,0.099888764,-1.58788,-0.04780148,0.178977,-0.6282361,0.30569863,0.6566886,0.16896442,-0.29459348,-0.62475395,0.43337375,-1.5133557,-0.90058064,0.6479107,-2.0254536,-0.6723535,-0.8018858,-0.37271756,0.9980326,-0.01265421,-0.43714988,1.0875856,1.4156102,-0.66464853,-2.5036385,1.0482196,-0.84280705,-0.088932306,-0.008101292,0.63030165,0.49551243,1.0378395,0.39628124,2.037857,0.27699924,-0.7100241,-1.4281807,0.37233877,0.023344852,-0.27784073,-1.0988073,1.1170766,-0.49542886,1.1842839,0.45033568,0.10845881,-0.69959664
-0.05115359,0.041902177,-1.0919541,0.86788803,0.48105776,-1.6580379,0.77955365,1.8491796,1.3680055,0.5597504,1.1372148,-0.16509584,-0.60673565,0.93499815,1.4652152,-0.13823198,0.8399056,-1.0443187,-1.592256,0.8457643,0.9085005,0.40757695,-0.20445703,0.2967492,0.6578984,-0.54182637,-0.5239552,-1.6947212,-0.8397429,-0.6177379,-1.7983886,-0.32954225,0.76438046,-1.7194812,-0.79349804,-1.0205706,0.5237276,0.2934608,0.44348732,-0.71204436,-2.0026023,-1.8255407,2.3599777,-1.8677441,0.1898413,-0.57508874,0.26783678,-0.15201788,0.4030981,0.23815157,-1.2556059,0.45380688,-1.7352268,0.6241729,-1.6021821,2.438119,1.0941567,0.28466433,0.8378259,-1.0750126,-0.19195874,-0.03901255,-0.5411435,-0.64852124
-2.140161,0.6686058,-0.676255,-0.48885697,-0.8528199,-0.25834376,-0.7756207,1.1800889,-0.19732769,1.1782817,0.39563084,1.8068193,-0.8360196,0.09562685,-1.2332563,0.49462587,1.1914209,0.5086412,-1.5994853,-0.33635944,-0.27044865,-0.37509322,0.00020803511,0.25265628,0.12449679,-0.32695106,-0.7394254,0.010719731,-0.8730843,-0.74605155,0.6640516,-2.2250655,-0.39456686,-1.1515754,-0.4501292,0.8511752,0.325727,0.34891695,1.310198,1.0478486,-1.0657159,-2.0347774,0.38493708,-0.46557927,-0.5577924,-0.9384947,1.2136282,1.0364001,1.2488035,0.47781354,1.2397069,-0.04608446,-0.01469484,-2.2595744,0.8433851,0.18127173,-0.43243808,-1.1070998,0.08175911,-0.14570488,0.37525368,1.3194128,-0.37754643,-0.7135857
-1.0696625,0.27623278,-3.420112,0.4427722,1.0295092,-1.5286644,-0.1411892,-0.97425896,1.9285028,1.3931239,-1.5113972,0.40951768,-0.574515,2.009849,0.7290511,-0.16955727,-0.603767,-0.41259494,-0.47037494,-0.90333337,-0.35511923,-0.6572215,-0.7642754,-0.28040168,-1.9260526,-0.48128372,1.8616405,-0.53832906,0.40190217,-1.4664371,1.4531138,-0.5669743,-1.145728,1.09283,-0.08289094,0.59621596,-0.11364878,1.3700473,1.0608066,3.511334,0.26964363,-1.4439203,-0.19523105,-1.2199618,1.2936268,0.043447606,0.5845011,-0.94426936,0.9244287,0.6809874,-0.4022704,0.037347976,1.0594809,2.1717477,-2.697902,2.2248797,0.48765033,0.25517297,0.7111444,0.80935544,1.897211,3.012853,-0.39495346,-2.303462
-0.5171391,0.98501337,-0.42591268,0.07018985,0.54082245,-0.8531849,1.5495435,0.28907025,0.45371562,-0.90732497,-0.31437224,1.5438079,-0.71634424,-0.016612329,0.5211925,-1.8616586,-1.3890367,1.2031593,-1.8286924,1.6056194,0.03421575,-0.11556798,-0.36460245,1.5033573,-0.5047971,-1.726741,-0.8002708,0.624288,-0.84495723,0.9780474,-0.6702865,-0.1790649,0.62336767,0.076209515,0.015475914,2.2424107,-0.54588604,-0.6965864,-0.31823817,0.9785482,-0.27959606,0.2515754,0.23609403,0.56846243,-0.11215803,-0.04719592,0.3577068,-0.3329749,0.10717259,0.9936818,0.5171159,-0.3806647,0.28413707,0.019587636,-1.0382316,-1.0240382,1.577222,2.0827544,-0.3622236,-0.2752512,1.3064425,1.2928976,-0.7095816,-1.3856684
-1.5474744,-0.12397946,-0.89196134,0.31880546,1.6674696,-1.3509133,-0.98233545,1.4004098,1.9506152,-1.9233781,-1.6514024,1.3307197,-1.1627516,-0.58594745,2.490469,-1.3115201,0.94869024,1.1808499,-0.13313465,-0.46659034,-0.09941153,-2.4844487,0.15196848,-0.9883064,-0.5560236,-1.3118813,1.2602652,0.28550488,-1.9355628,-1.0223153,-1.9014721,-0.64432967,1.468774,1.0183773,1.6622127,1.369465,2.06576,-0.8704409,-1.7078615,1.7544798,-0.44391337,-2.1293523,0.84521216,-1.7905625,-0.09026059,-0.1501193,0.37806982,0.66466093,1.5962043,-1.7574065,-0.067632966,0.045648787,1.8311294,2.2036114,-0.8826796,3.121849,3.9612503,-0.49897683,2.693437,0.89701,3.523506,2.1518261,1.9229664,-2.5371323
-1.8278247,0.5166894,-0.9568136,-0.11513886,-0.5218176,-0.4016356,-0.051592633,1.0644177,0.21789603,1.0711145,1.125535,1.1610229,-1.3871542,-0.66793597,-1.1998909,0.41060817,1.3224889,0.36516413,-1.0739027,-0.94857603,-0.0072702765,-1.0820203,0.5335728,0.6303419,0.030166805,-0.5247699,-0.8523928,0.21540518,-0.78943884,-0.6710572,1.2855185,-1.7793714,-0.3313972,-1.2489029,-0.268421,1.2469406,0.13633104,0.22039157,1.1049277,1.0075651,-1.0733542,-1.3902117,1.1706269,-0.41013646,-0.8579565,-0.95540607,1.0947692,0.38235667,0.77708566,0.34680265,1.7290967,-0.21121544,0.07716307,-2.0746875,1.1900557,0.022940084,-0.5006426,-1.5572044,-0.17765829,0.48951954,0.32324445,0.76242566,0.0684325,-1.1791977
-0.45940328,-1.0615264,1.5540849,-0.57575965,-0.52486414,-1.446554,-0.41272295,-0.33432326,0.72291744,-0.09022029,0.08763123,0.24827039,1.5256014,-0.8621576,0.26672593,-0.8454583,1.2818273,-0.5805015,-0.14711492,-2.6569107,0.7392928,-0.4035567,-0.85749954,-0.5042566,1.709474,-0.1143733,-1.1349264,-0.7116188,1.044756,-1.142925,0.93602353,1.8449572,1.8522645,0.5998669,0.011938974,-1.674596,0.4982924,0.24934018,0.46671635,-0.24334548,-0.66642106,-1.7148465,-0.3444335,0.1818286,0.14115712,0.8686123,-0.4795547,-1.140686,0.24765147,0.17769386,1.2678232,0.064948976,0.5826484,0.6641449,-0.029430948,1.5803266,0.6764314,-0.9788964,0.38173783,0.787193,-1.3075699,0.15419541,0.1346229,-2.9542744
-0.7943152,-0.5010365,-0.96797025,-1.0537167,0.1697189,-0.97877103,0.8624456,2.4766002,1.6456401,-1.9404036,0.35115162,-1.3029115,0.25982362,1.4250997,-0.12337157,-1.9470809,0.404186,-0.35197118,-0.05675459,-0.16233627,1.3348782,-1.674516,-1.7418861,-1.0071263,1.1734178,0.5156177,0.53376544,0.1778544,-0.46849474,-0.91410995,1.1465462,0.25771466,-0.15694131,0.32086354,0.6227523,-0.29459155,0.7217619,-0.74944556,-0.3826376,0.83189994,-0.5223768,-1.1774912,-0.75747377,0.9169042,-0.83202827,1.0438956,-1.901816,-0.5040832,0.4652726,-1.6261631,2.2898543,-1.1383833,0.92675793,1.1608678,-0.016550444,0.6426358,0.40627223,-2.2043428,-1.3342259,-0.8140041,-0.08049573,0.81735486,-0.31585318,-0.7379616
